ERAID|Title|Acronym|Rank|FoR1|FoR1 Name|FoR2|FoR2 Name|FoR3|FoR3 Name
42855|Geometry Festival: An international workshop on Discrete Geometry and Rigidity|GeomFest|C|0802|Computation Theory and Mathematics||||
45005|Geometry Modeling and Processing|GMP|B|0802|Computation Theory and Mathematics||||
42866|Graph Drawing|GD|A|0802|Computation Theory and Mathematics||||
42885|IAVoSS Workshop On Trustworthy Elections|WOTE|C|0802|Computation Theory and Mathematics||||
42895|IEEE Conference on Computational Complexity|Complexity|B|0802|Computation Theory and Mathematics||||
42916|IEEE Information Theory Workshop on Detection, Estimation, Classification and Imaging|DECI|C|0802|Computation Theory and Mathematics||||
42988|IEEE International Symposium on Adaptive Dynamic Programming and Reinforcement Learning|IEEE ADPRL|C|0802|Computation Theory and Mathematics||||
43031|IEEE Symposium on Computational Complexity|CCC|A|0802|Computation Theory and Mathematics||||
43046|IEEE Symposium on Foundations of Computer Science|FOCS|A|0802|Computation Theory and Mathematics||||
43049|IEEE Symposium on Logic in Computer Science|LICS|A|0802|Computation Theory and Mathematics||||
43051|IEEE Symposium on Security and Privacy|S&P|A|0802|Computation Theory and Mathematics|0803|Computer Software||
43052|IEEE Symposium on Visual Analytics Science and Technology|IEEE VAST|C|0802|Computation Theory and Mathematics||||
43063|IEEE Workshop on Advances in Techniques for Analysis of Remotely Sensed Data|WARDS|C|0802|Computation Theory and Mathematics||||
43106|IFIP International Conference on Theoretical Computer Science|IFIP TCS|C|0802|Computation Theory and Mathematics||||
43122|Inductive Logic Programming|ILP|B|0802|Computation Theory and Mathematics||||
43149|Int. Workshop on Formal Methods for Industrial Critical Systems|FMICS|C|0802|Computation Theory and Mathematics||||
43153|Integrated Formal Methods|IFM|B|0802|Computation Theory and Mathematics||||
43166|International and Interdisciplinary Conference on Modelling and Using Context|CONTEXT|C|0802|Computation Theory and Mathematics||||
43176|International Colloquium on Automata Languages and Programming|ICALP|A|0802|Computation Theory and Mathematics||||
43179|International Colloquium on Structural Information and Communication Complexity|SIROCCO|B|0802|Computation Theory and Mathematics||||
43180|International Colloquium on Theoretical Aspects of Computing|ICTAC|B|0802|Computation Theory and Mathematics||||
43183|International Computer Science Symposium in Russia|CSR|C|0802|Computation Theory and Mathematics||||
43220|International Conference on Algebraic and Logic Programming|ALP|B|0802|Computation Theory and Mathematics||||
43222|International Conference on Algorithms and Complexity (was Italian Conference )|CIAC|C|0802|Computation Theory and Mathematics||||
43258|International Conference on Computability and Complexity in Analysis|CCA|C|0802|Computation Theory and Mathematics||||
43260|International Conference on Computational Engineering Science|ICES|C|0802|Computation Theory and Mathematics||||
43266|International Conference on Computational Molecular Biology|RECOMB|B|0802|Computation Theory and Mathematics||||
43268|International Conference on Computational Science|ICCS|A|0802|Computation Theory and Mathematics||||
43269|International Conference on Computational Science and Applications|ICCSA|C|0802|Computation Theory and Mathematics||||
43288|International Conference on Computing and Combinatorics|COCOON|A|0802|Computation Theory and Mathematics||||
43293|International Conference on Conceptual Structures|ICCS|B|0802|Computation Theory and Mathematics||||
43294|International Conference on Concurrency Theory|CONCUR|A|0802|Computation Theory and Mathematics||||
43306|International Conference on Cyberworlds (was International Symposium on Cyberworlds)|CW|B|0802|Computation Theory and Mathematics||||
43311|International Conference on Declarative Programming and Knowledge Management|INAP|C|0802|Computation Theory and Mathematics||||
43320|International Conference on Discrete Geometry for Computer Imagery|DGCI|C|0802|Computation Theory and Mathematics||||
43321|International Conference on Discrete Mathematics and Theoretical Computer Science|DMTCS|B|0802|Computation Theory and Mathematics||||
43347|International Conference on Experimental Implementation of Quantum Computation|QuantCom|C|0802|Computation Theory and Mathematics||||
43366|International Conference on Graph Transformations|ICGT|B|0802|Computation Theory and Mathematics||||
43396|International Conference on Information Fusion|FUSION|C|0802|Computation Theory and Mathematics||||
43438|International Conference on Language and Automata Theory and Applications|LATA|C|0802|Computation Theory and Mathematics||||
43442|International Conference on Logic Programming|ICLP|A|0802|Computation Theory and Mathematics||||
43443|International Conference on Logic Programming and Non-monotonic Reasoning|LPNMR|A|0802|Computation Theory and Mathematics||||
45006|International Conference on Optimization: Techniques And Applications|ICOTA|C|0802|Computation Theory and Mathematics||||
44992|International Conference on Probability, Statistics and Operational Research|PSOR|C|0802|Computation Theory and Mathematics||||
43507|International Conference on Relational Methods in Computer Science|RelMiCS|C|0802|Computation Theory and Mathematics||||
43508|International Conference on Relations, Orders and Graphs: Interaction with Computer Science|ROGICS|C|0802|Computation Theory and Mathematics||||
44994|International Conference on Sequences and their Applications|SEQAPP|B|0802|Computation Theory and Mathematics||||
43174|International Conference on Temporal Logic|ICTL|A|0802|Computation Theory and Mathematics||||
43551|International Conference on the Application and Theory of Petri Nets|ICATPN|B|0802|Computation Theory and Mathematics||||
43558|International Conference on Theorem Proving in Higher Order Logics (will be ITP from 2010)|TPHOLs|A|0802|Computation Theory and Mathematics||||
43559|International Conference on Theorem Proving with Analytic Tableaux and Related Methods|TABLEAUX|A|0802|Computation Theory and Mathematics||||
43560|International Conference on Theoretical and Mathematical Foundations of Computer Science|TMFCS|C|0802|Computation Theory and Mathematics||||
43562|International Conference on Theory and Applications of Computational Science|TACS|C|0802|Computation Theory and Mathematics||||
43563|International Conference on Theory and Applications of Satisfiability Testing|SAT|A|0802|Computation Theory and Mathematics||||
43568|International Conference on Unconventional Computation|UC|C|0802|Computation Theory and Mathematics||||
43593|International Congress of Chinese Mathematicians|ICCM|C|0802|Computation Theory and Mathematics||||
43595|International Congress of Mathematicians|ICM|C|0802|Computation Theory and Mathematics||||
43597|International Congress on Computational and Applied Mathematics|ICCAM|C|0802|Computation Theory and Mathematics||||
43603|International CSI Computer Conference|CSICC|C|0802|Computation Theory and Mathematics||||
43611|International French Speaking Conference on Logic and Constraint Programming|JFPLC|C|0802|Computation Theory and Mathematics||||
43612|International Frontiers of Algorithmics Workshop|FAW|B|0802|Computation Theory and Mathematics||||
43637|International Network Optimization Conference|INOC|C|0802|Computation Theory and Mathematics||||
43654|International Symposium on Algorithmic Game Theory|SAGT|B|0802|Computation Theory and Mathematics||||
43655|International Symposium on Algorithms and Computation|ISAAC|A|0802|Computation Theory and Mathematics||||
43657|International Symposium on Applied Algebra, Algebraic Algorithms and Error-Correcting Codes|AAAAECC|B|0802|Computation Theory and Mathematics||||
43670|International Symposium on Combinatorial Optimisation|CO|C|0802|Computation Theory and Mathematics||||
43683|International Symposium on Experimental Algorithms|SEA|B|0802|Computation Theory and Mathematics||||
43687|International Symposium on Functional and Logic Programming|FLOPS|A|0802|Computation Theory and Mathematics||||
43688|International Symposium on Fundamentals of Computer Theory|FCT|A|0802|Computation Theory and Mathematics||||
43700|International Symposium on Latin American Theoretical Informatics|LATIN|B|0802|Computation Theory and Mathematics||||
43701|International Symposium on Leveraging Applications of Formal Methods, Verification and Validation|ISoLA|C|0802|Computation Theory and Mathematics||||
43702|International Symposium on Logic-based Program Synthesis and Transformation|LOPSTR|B|0802|Computation Theory and Mathematics||||
43703|International Symposium on Mathematical Foundations of Computer Science|MFCS|A|0802|Computation Theory and Mathematics||||
44997|International Symposium on Static Analysis|ISSA|C|0802|Computation Theory and Mathematics||||
43851|International Symposium on Symbolic and Algebraic Computation|ISSAC|A|0802|Computation Theory and Mathematics||||
43723|International Symposium on Symbolic and Numeric Algorithms for Scientific Computing|SYNASC|C|0802|Computation Theory and Mathematics||||
43726|International Symposium on Temporal Representation and Reasoning|TIME|A|0802|Computation Theory and Mathematics||||
43727|International Symposium on Theoretical Aspects of Computer Science|STACS|B|0802|Computation Theory and Mathematics||||
43731|International Symposium on Voronoi diagrams in Science and Engineering|ISVD|C|0802|Computation Theory and Mathematics||||
43745|International Workshop on Abstract State Machines|ASM(W)|C|0802|Computation Theory and Mathematics||||
43749|International Workshop on Algorithms and Computation|WALCOM|C|0802|Computation Theory and Mathematics||||
43752|International Workshop on Approximation Algorithms for Combinatorial Optimization Problems|APPROX|A|0802|Computation Theory and Mathematics||||
43760|International Workshop on Combinatorial Algorithm|IWOCA|B|0802|Computation Theory and Mathematics||||
43761|International Workshop on Combinatorial Image Analysis: Theory and Applications|IWCIA|C|0802|Computation Theory and Mathematics||||
43765|International Workshop on Developments in Computational Models|DCM|C|0802|Computation Theory and Mathematics||||
43766|International Workshop on Digital Watermarking|IWDW|C|0802|Computation Theory and Mathematics|0804|Data Format||
43771|International Workshop on Efficient Algorithms|WEA|B|0802|Computation Theory and Mathematics||||
43777|International Workshop on Formal Methods for Parallel Programming: Theory and Applications|FMPPTA|C|0802|Computation Theory and Mathematics||||
43781|International Workshop on Functional and (Constraint) Logic Programming|WFLP|C|0802|Computation Theory and Mathematics||||
43783|International Workshop on Global Optimization|GO|C|0802|Computation Theory and Mathematics||||
43784|International Workshop on Graph-Theoretic Concepts in Computer Science|WG|A|0802|Computation Theory and Mathematics||||
43799|International Workshop on Logic and Complexity in Computer Science|LCCS|C|0802|Computation Theory and Mathematics||||
43809|International Workshop on Parameterized and Exact Computation|IWPEC|B|0802|Computation Theory and Mathematics||||
43817|International Workshop on Randomization and Computation|RANDOM|A|0802|Computation Theory and Mathematics||||
43819|International Workshop on Requirements Engineering Visualization|REV|B|0802|Computation Theory and Mathematics||||
43835|International Workshop on the Algorithmic Foundations of Robotics|WAFR|C|0802|Computation Theory and Mathematics||||
43846|International Workshops on First-Order Theorem Proving|FTP|B|0802|Computation Theory and Mathematics||||
43864|Italian Conference on Theoretical Computer Science|ICTCS|C|0802|Computation Theory and Mathematics||||
